trial,r1_mm,r2_mm,r3_mm,r4_mm,Vwork_V,initialTmax_K,Tmin_K,Tmean_K,U_pct,maxErosionTmax_K,lifetimeH,R_L_pct,eta_L_pct,initialP03sphere_W,initialPradSphere_W,lifeAvgP03sphere_W,lifeAvgPradSphere_W,lifeTotalP03sphere_J,eta_E_pct,objectiveScore,uPenalty_pctpt,U_limit_pct,selfViewLoss_pct,failureReached,erosionSteps,overtempStep,overtempTimeH,overtempTmax_K,runnerStatus,status,voltagePolicy,voltageObjective,elapsed_sec
12,1.806019004429555,2.188178579455334,3.590559592928244,2.0144606398942324,1.171875,3177.098709349215,293.151626679716,2236.797036003251,128.93199679049053,3239.415502343005,356.5636949028707,147.2922140148398,47.29221401483979,198.27246185679468,214.25516052775077,160.2126597009945,174.51526991429566,205653664.48753023,94.75207415336318,94.75207415336318,0.0,178.4313175141917,0.0,True,36,,,,OK,OK,max_safe,lifeTotalP03sphere_J,942.0
13,2.205330663135496,1.8248884895615074,3.6446262439868025,1.8769651591180183,1.171875,3186.3055083653367,293.15011336773193,2035.299092111278,142.1489060851713,3246.987970393092,401.63530558719856,165.91075937380566,65.91075937380566,181.8402232957872,196.92540893044685,143.90702978117017,157.24322329652406,208073317.9763029,97.0434631098652,97.0434631098652,0.0,178.4313175141917,0.0,True,42,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1044.1
14,1.9681057592359599,2.008074115818934,3.499420507229299,2.2018751507347747,1.171875,3154.437146296651,293.14888600171366,2267.2218617906306,126.20239370994415,3222.4034674749923,342.0221918832872,141.28529237509917,41.28529237509916,219.29509592391437,235.37458386476573,183.71517455455339,198.4384559088825,226204800.0601286,114.2138050636489,114.2138050636489,0.0,178.4313175141917,0.0,True,36,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1279.4
15,1.9244381854867316,2.084129971578982,3.509165127731999,2.153764155639236,1.171875,3166.5854653441575,293.1499258129235,2256.8024573575913,127.32330781381887,3231.457350880386,337.2079002321779,139.29656585486774,39.296565854867744,211.4235763152074,227.36349824611304,174.6916588776401,189.16209682958322,212066666.92153773,100.82512677163665,100.82512677163665,0.0,178.4313175141917,0.0,True,35,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1046.1
16,2.2625903649493107,1.9078181776122942,3.5112190003356947,1.9779423078776215,1.171875,3195.4307825964534,293.1501222820098,2040.144461877291,142.25858582797787,3252.076739828884,364.9463808617521,150.75500170726343,50.75500170726344,182.92603169185287,197.5559312123433,145.55246174593174,158.52098224535845,191227838.90290707,81.09095383741392,81.09095383741392,0.0,178.4313175141917,0.0,True,38,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1017.8
17,1.9219200070186904,1.7918720604607006,3.5750276540120036,2.3053405992631615,1.220703125,3201.8956836219973,293.15042473862394,2431.281915549739,119.63833730181285,3278.311864982237,109.46569415548078,,,287.6014198971671,306.0162483743537,261.8575471199758,279.479880147601,103191905.39522278,,,,178.4313175141917,0.0,False,11,11,109.46569415548078,3278.311864982237,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,524.6
18,2.7589143297048455,2.030787897899927,3.0248894130762656,2.0283826743865636,1.171875,3241.446556962473,293.1497475908989,1789.2448361009685,164.77883573476467,3273.59947288126,270.0,,,146.88306339665428,158.30894159182466,120.78274632754433,131.02953808492865,117400829.43037309,,,,178.4313175141917,0.0,False,27,27,270.0,3273.59947288126,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,724.0
19,2.0625605063978276,2.1847457886079753,3.4618733243469046,1.9970385781909588,1.171875,3221.088720390395,293.15007575617466,2077.889625858661,140.9092479310246,3267.8433807663705,363.1654601801836,150.0193245928435,50.01932459284352,169.6345284707851,183.65189169950474,132.5424277571856,144.7853317336823,173285394.37141335,64.0996286568118,64.0996286568118,0.0,178.4313175141917,0.0,True,38,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1226.7
20,2.5862012645907533,2.071725188747706,3.1383753669949286,2.0420866331223353,1.171875,3239.424048709503,293.1498036469438,1867.6524509423803,157.75281121366706,3273.1803399505593,280.0,,,152.6465103334722,164.67483858451442,124.84086832617452,135.60088906463486,125839595.2727839,,,,178.4313175141917,0.0,False,28,28,280.0,3273.1803399505593,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,788.9
21,2.0044649861197827,1.9813822470783564,3.722582348165931,1.7884700644701792,1.171875,3213.344480162249,293.14987141981334,2024.1881223235896,144.26498093419843,3263.800187539399,446.0633753242107,184.26346563503287,84.26346563503286,161.95640026353888,176.48091346450448,123.98929175971304,136.52522516668202,199105495.15102538,88.55101975751946,88.55101975751946,0.0,178.4313175141917,0.0,True,45,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1539.9
22,1.8785545569579214,2.0035942212805673,3.6132860871865278,2.097809959249888,1.171875,3151.5875519500446,293.1493344449931,2264.915931335019,126.20504708182214,3221.7441379213774,367.58558378038583,151.84522498763943,51.84522498763941,216.19062223751712,232.69526654579448,179.40896362770937,194.4356124137431,237413335.06989202,124.82818165067235,124.82818165067235,0.0,178.4313175141917,0.0,True,38,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1209.0
23,1.8550902711588413,1.9298106802192814,3.5524461379596235,2.2835492684107273,1.220703125,3231.808604921755,293.14894734314373,2439.8010445319915,120.44669233028841,3274.6727606630925,57.058850078559445,,,279.41272960578834,297.56556501068474,263.2201388675613,280.87324909008123,54068538.3886864,,,,178.4313175141917,0.0,False,6,6,57.058850078559445,3274.6727606630925,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,466.6
24,1.878259595625401,1.866699479399033,3.635277186335761,2.1845671707592875,1.220703125,3235.769488232468,293.15089795216784,2396.857547470376,122.76985728191964,3273.2253919386485,49.87859088547727,,,273.3170161302563,291.57815863188193,258.8200522431107,276.6185273416968,46474486.19565111,,,,178.4313175141917,0.0,False,5,5,49.87859088547727,3273.2253919386485,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,426.3
25,1.9684554237825542,2.031868825997166,3.686816761967111,1.8450134097616444,1.171875,3208.269069644036,293.1531387801088,2067.9318950298734,140.96769520651043,3261.1695677589087,416.4135961663734,172.01549513316067,72.01549513316068,169.26961996236147,184.04605142469694,131.02849839968442,143.88163459616416,196423373.58801296,86.01107601846782,86.01107601846782,0.0,178.4313175141917,0.0,True,43,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1542.5
26,2.1027082970507847,2.1201450292933894,3.4613092818354527,2.0255717532973407,1.171875,3214.2136432742036,293.1494654763712,2086.7323391200143,139.98269557798966,3263.6645262895863,353.52024916186076,146.03500284097225,46.035002840972254,176.0933076111088,190.3087405328562,138.77656890260758,151.2774874491631,176617177.97860068,67.25479620389557,67.25479620389557,0.0,178.4313175141917,0.0,True,37,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1340.6
27,1.8909836510904974,1.9404861312097423,3.614926772567,2.1426616239783245,1.220703125,3264.114811546758,293.1486913373682,2363.2256046373354,125.71656782913536,3279.5991277488606,18.68129565473945,,,260.9048232166064,278.7013921527979,254.3001403317024,271.8819641558989,17102361.983681753,,,,178.4313175141917,0.0,False,2,2,18.68129565473945,3279.5991277488606,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,351.7
28,2.1835631304667324,2.0191851085348715,3.5447096014647235,1.894723566650593,1.171875,3221.7387250632532,293.14991727857523,1993.771703558951,146.88686786742164,3268.9659269852036,404.5354517865752,167.10877521439556,67.10877521439558,162.4454536447542,176.33142056833015,125.2660771028003,137.2938441880162,182428448.73952782,72.75801462199468,72.75801462199468,0.0,178.4313175141917,0.0,True,42,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1252.2
29,1.801738906843623,1.635426899721851,3.675725128112532,2.3596950120289337,1.26953125,3223.945450116334,293.14188753637717,2573.929004408084,113.864972870685,3276.268220626585,43.62094066209575,,,346.19318283736817,366.64061644184045,333.92007600419623,354.0263441080093,52437268.15654156,,,,178.4313175141917,0.0,False,7,7,43.62094066209575,3276.268220626585,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,386.7
30,2.2942615453178465,1.842872784903949,3.49022313620701,2.0392465078605464,1.171875,3173.653314009719,293.14630194638244,2076.4542145817823,138.72239473594647,3237.4829090531734,355.11442476146465,146.69353778704425,46.69353778704425,197.299655088956,212.41391078491313,160.71222127605935,174.32007064586128,205456420.83810613,94.56528628389027,94.56528628389027,0.0,178.4313175141917,0.0,True,37,,,,OK,OK,max_safe,lifeTotalP03sphere_J,975.6
31,2.018404093807521,1.9993309685218363,3.37717661066063,2.3501912119692214,1.171875,3143.914971434066,293.148934313513,2303.2282122263973,123.77262582959084,3211.792730886788,328.02731435692266,135.5041752137284,35.504175213728395,228.2737470302093,244.13248904685184,195.83820714402756,210.5619997625288,231265012.09654826,119.0057779769655,119.0057779769655,0.0,178.4313175141917,0.0,True,34,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1104.8
32,1.969636285821873,2.059311175621967,3.3921927030334587,2.3179299059762024,1.171875,3150.815973861404,293.1490268993483,2307.18246513092,123.85959888958755,3217.735134775803,323.86689651418493,133.78555617302484,33.78555617302485,224.6914750214932,240.57258893934895,191.1483279680849,205.81965548988887,222863816.71043724,111.0499254474717,111.0499254474717,0.0,178.4313175141917,0.0,True,34,,,,OK,OK,max_safe,lifeTotalP03sphere_J,919.2
33,2.099470772714864,1.95667953941348,3.4678018020034234,2.176689761215069,1.171875,3164.6665985057075,293.1497918547017,2202.434948927879,130.37918818209948,3230.0369265002323,335.67445879523365,138.6631194677611,38.663119467761106,212.02868605935694,227.65216756178881,176.0277188253603,190.25764430988343,212716833.29878455,101.44082817831533,101.44082817831533,0.0,178.4313175141917,0.0,True,35,,,,OK,OK,max_safe,lifeTotalP03sphere_J,887.0
34,1.8744613495441893,1.9844537104960955,3.588330150250014,2.1615329867411157,1.220703125,3268.250213118602,293.1508325244679,2374.19882921084,125.30961366799376,3275.731012186742,8.948254420981657,,,260.4893071058409,278.2146260898394,257.21271284765794,274.83220459981476,8285777.261538266,,,,178.4313175141917,0.0,False,1,1,8.948254420981657,3275.731012186742,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,219.9
35,2.1402995764598796,2.106083428290491,3.2281025434125428,2.3585767499276558,1.171875,3181.621760375778,293.14868560514,2230.273551775318,129.51205346408682,3238.316411119338,285.25608038384416,117.83588806588074,17.835888065880738,208.4978412964263,223.06512198218547,175.3571706762335,188.7205587944008,180078117.0274913,70.53227273206453,70.53227273206453,0.0,178.4313175141917,0.0,True,29,,,,OK,OK,max_safe,lifeTotalP03sphere_J,892.9
36,1.9865060081869466,1.934746080855281,3.5532259518412808,2.1645176869718386,1.171875,3146.9625971067144,293.14974871852775,2253.7125294487014,126.62719007407215,3217.544903921856,360.04112019694816,148.72869697134328,48.72869697134327,220.91567825296886,237.2319177834269,185.42893686348083,200.38666319693908,240343351.72292453,127.60287969412285,127.60287969412285,0.0,178.4313175141917,0.0,True,37,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1075.3
37,2.050551039543043,1.9219592839434714,3.7444579219079026,1.75509196800441,1.171875,3212.9661819431863,293.15004864577713,1996.1022211502323,146.27588218477592,3263.815100272563,461.5387006893258,190.65613815949928,90.6561381594993,159.3030058510541,173.7660921143261,121.55640360128298,134.013438619742,201970744.48297235,91.26438376080006,91.26438376080006,0.0,178.4313175141917,0.0,True,48,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1137.8
38,1.8372644412926489,1.889539484109968,3.546004601910999,2.3409295747580834,1.220703125,3209.1500650594357,293.14857387858206,2471.475976735951,117.98623650924507,3278.8391549125954,98.3260648336381,,,288.297628415607,306.6827463780769,264.01940936377537,281.662084594639,93455962.42478909,,,,178.4313175141917,0.0,False,10,10,98.3260648336381,3278.8391549125954,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,445.3
39,1.9980718893777059,1.9571445345431222,3.6632661979342536,1.938498067798601,1.171875,3185.6303610291857,293.14981931940906,2129.2999394741296,135.84185525427333,3246.490268338461,385.4442293153846,159.2224186777394,59.222418677739405,188.994527618877,204.499726427261,150.48596357208362,164.24403555911675,208814206.5065693,97.74507753694276,97.74507753694276,0.0,178.4313175141917,0.0,True,39,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1081.2
40,2.378679218548347,2.1510603367305197,3.2841264835613515,1.9822557461039079,1.171875,3246.5352160925463,293.14898309512307,1909.9463244870003,154.63189698750745,3273.2561711517255,240.0,,,147.93395967869589,160.24635098834503,124.6870297348916,135.8742715846952,107729593.69094634,,,,178.4313175141917,0.0,False,24,24,240.0,3273.2561711517255,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,584.0
41,1.9317287373226997,1.9986711239614696,3.6070381432704686,2.0647066756893517,1.171875,3164.998728855588,293.1494627809972,2222.543662328441,129.2145263443737,3231.4045438180674,361.76805442195746,149.44207292379102,49.44207292379101,207.77001772975578,223.8722526351562,170.27737260829636,184.82660275728492,221763289.68210992,110.00773676601703,110.00773676601703,0.0,178.4313175141917,0.0,True,38,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1076.0
42,1.9793294491385884,2.0619006359422807,3.4287695795606083,2.252633984817178,1.171875,3160.170271607694,293.1488950930116,2276.069989495967,125.96367377742988,3225.5213946990943,324.29899482249573,133.96405083586623,33.96405083586623,218.4212798674416,234.22099948327133,183.2587169493812,197.7364657215401,213950223.71692052,102.60883723262239,102.60883723262239,0.0,178.4313175141917,0.0,True,34,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1007.7
43,2.060133385733227,2.0082108342013205,3.5598957611828363,2.0124815149203887,1.171875,3192.260461217062,293.14958738996705,2128.0852541846825,136.23095541526177,3250.041227790763,359.6068641111716,148.54931095634007,48.54931095634006,189.45208509741732,204.57563899735578,151.36752241803148,164.81081869862032,195958080.23409274,85.5704476154119,85.5704476154119,0.0,178.4313175141917,0.0,True,37,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1060.4
44,1.9049158424075638,1.967760867531032,3.5257462965254853,2.251294261995758,1.220703125,3256.9425662522362,293.14886185627125,2400.0963163137612,123.48644861669429,3278.321383005874,26.428324953115435,,,269.0253882573097,286.7067873426673,260.15317429698297,277.5590956234259,24751485.46045852,,,,178.4313175141917,0.0,False,3,3,26.428324953115435,3278.321383005874,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,313.0
45,1.8472934117208126,2.0454431446423897,3.612930811148395,2.0857613350771778,1.171875,3154.7499232011132,293.1500582127352,2269.5422544582266,126.08709352589183,3223.990001574195,364.9306696980981,150.74851161275177,50.748511612751756,214.16462107381352,230.6656122609335,177.07493128385389,192.0623672361621,232632263.7365814,120.30055234167021,120.30055234167021,0.0,178.4313175141917,0.0,True,38,,,,OK,OK,max_safe,lifeTotalP03sphere_J,844.2
46,1.8512928528692438,2.044857117054496,3.616865667400786,2.075947226623138,1.171875,3156.8477048614386,293.1501626383948,2262.564254696436,126.56867252626427,3225.5289999878687,365.1769346909933,150.8502407471432,50.8502407471432,212.57612661372997,229.0263003242276,175.32642711766002,190.24557909242236,230490602.01054332,118.27241895382059,118.27241895382059,0.0,178.4313175141917,0.0,True,38,,,,OK,OK,max_safe,lifeTotalP03sphere_J,832.7
47,1.8018536854539118,2.096128903829834,3.7041707105160837,1.9075340788830133,1.171875,3180.602649194338,293.15183613357016,2188.8910161034596,131.91386833871908,3243.686644089947,390.01142322510566,161.10907206509887,61.10907206509888,189.84312938777393,205.81016568578315,151.287833240236,165.45549950121938,212414339.3712008,101.15436929141663,101.15436929141663,0.0,178.4313175141917,0.0,True,40,,,,OK,OK,max_safe,lifeTotalP03sphere_J,796.9
48,1.8445407779121257,2.055823291509599,3.624193221613856,2.058271946345805,1.171875,3159.9715265033037,293.15072926347756,2255.760765573014,127.08886691322469,3227.9563773006703,365.7030733812666,151.06758237131035,51.06758237131034,210.07007837147808,226.47118170027895,172.59968318545458,187.43844869027564,227232844.57999322,115.18735349549694,115.18735349549694,0.0,178.4313175141917,0.0,True,38,,,,OK,OK,max_safe,lifeTotalP03sphere_J,804.8
49,2.2293179442244715,2.1246029859759425,3.5884299053563566,1.6246151759370757,1.171875,3268.929681183487,293.1539590919952,1734.5779277144193,171.5561851990442,3273.5868658349773,60.0,,,106.97842091403807,118.06073764750352,103.31612801680545,114.16992416012893,22316283.651629977,,,,178.4313175141917,0.0,False,6,6,60.0,3273.5868658349773,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,350.7
50,2.5298894414807744,1.7279244170199863,3.605987630192017,1.61579387109012,1.171875,3223.0409601295,293.15078250290986,1763.7384086651207,166.11818188186237,3267.5487481338573,500.0,206.54404264988725,106.54404264988725,136.45259772654987,149.32301122863961,103.79826410447107,114.82189277486297,186836875.38804793,76.93275294086529,72.57639861918963,17.42541728670261,178.4313175141917,0.0,False,50,,,,OK,OK,max_safe,lifeTotalP03sphere_J,942.0
51,1.8505570634108837,2.0501538584459573,3.6374152226231278,2.035072040491143,1.171875,3163.420604269983,293.15036221498417,2241.487094457024,128.05205299432208,3230.5235604384666,368.35010007092393,152.16103755827828,52.16103755827828,207.05446986269928,223.37566120090787,169.20817607305082,183.92722707542697,224380254.92157644,112.48597808324996,112.48597808324996,0.0,178.4313175141917,0.0,True,38,,,,OK,OK,max_safe,lifeTotalP03sphere_J,827.2
52,1.8496277748727048,2.047840340198139,3.659163070450491,1.998937882808756,1.171875,3168.5014399860484,293.15049584211357,2222.7862741748227,129.35795841241492,3234.3747983587486,373.8447608222088,154.43081644739837,54.430816447398364,202.34877909868777,218.56536648415863,164.2073079424679,178.7683237492677,220996950.34683853,109.28202066744265,109.28202066744265,0.0,178.4313175141917,0.0,True,39,,,,OK,OK,max_safe,lifeTotalP03sphere_J,853.2
53,1.9168211305693068,1.9942735046029214,3.6297430471479264,2.042947711989485,1.171875,3164.5711950923496,293.1494056300774,2219.645800878592,129.36396376060046,3231.6075193525894,367.2735630309998,151.71633293370175,51.716332933701736,206.7730120441342,222.93409952943654,169.00596155484527,183.58682027672006,223457118.02542153,111.6117761783062,111.6117761783062,0.0,178.4313175141917,0.0,True,37,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1100.8
54,1.8367149057496674,2.150392680515565,3.5741328032078514,2.0561771274906397,1.171875,3172.76949061413,293.1512967153626,2246.574822987648,128.17815656231983,3236.394508081083,351.6003456025895,145.24191355571267,45.241913555712685,203.17341167109933,219.21415774355114,165.43068920811396,179.85663509527907,209395754.9958508,98.2957984530546,98.2957984530546,0.0,178.4313175141917,0.0,True,37,,,,OK,OK,max_safe,lifeTotalP03sphere_J,748.5
55,1.9336193689560353,2.0915268580093853,3.6159894378643607,1.952242793168114,1.171875,3196.4990227079115,293.15176156921626,2142.2651168368,135.52698208640413,3252.87231317897,374.39321445114564,154.6573761068516,54.65737610685159,183.59794758565653,198.82515639383962,145.2739528578082,158.71633669755354,195802495.87125245,85.42311069610884,85.42311069610884,0.0,178.4313175141917,0.0,True,39,,,,OK,OK,max_safe,lifeTotalP03sphere_J,856.4
56,1.87690275603522,1.9461765626542038,3.6534126252318604,2.0837967801969826,1.220703125,3272.858836694134,293.1492461820114,2341.1501279701665,127.27545982263011,3280.9761274440775,9.382401966519724,,,253.84103393743192,271.5839711379431,250.33587532449863,267.9614823055991,8455506.512166046,,,,178.4313175141917,0.0,False,1,1,9.382401966519724,3280.9761274440775,FAIL_OVERTEMP_DURING_EROSION,FAIL_OVERTEMP_DURING_EROSION,max_safe,lifeTotalP03sphere_J,259.4
57,2.0194756786719434,1.912312164906363,3.692121602492813,1.9060478062235306,1.171875,3183.9922536734957,293.1501875776121,2111.3926326663513,136.9163660690249,3245.6072617205646,396.24401629852105,163.68368200424868,63.68368200424869,187.38767920477005,202.92475849128797,148.79228366723075,162.5570842620729,212248987.46831644,100.99778260412282,100.99778260412282,0.0,178.4313175141917,0.0,True,41,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1140.7
58,1.9531512851808825,2.0269761315294352,3.572218306677018,2.077456182172758,1.171875,3171.7574249158893,293.1493071692967,2212.864702028079,130.08513873931665,3235.9584558258643,352.7756666070701,145.72742465906617,45.727424659066166,204.8991088027688,220.75384972196144,167.38016336995452,181.6766182642137,212571535.3546896,101.30323240022294,101.30323240022294,0.0,178.4313175141917,0.0,True,37,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1094.1
59,1.8956952988470817,1.97856186909743,3.6203054022000143,2.0940441874239792,1.171875,3150.571708472973,293.1494051459132,2258.21717919289,126.53443298789944,3221.325017418814,370.07809404040097,152.8748512785391,52.874851278539104,216.4220258163948,232.92405109500564,179.58776277557573,194.61374540075136,239261389.05947304,126.57827129052957,126.57827129052957,0.0,178.4313175141917,0.0,True,38,,,,OK,OK,max_safe,lifeTotalP03sphere_J,1105.8
