trial,N_RUNS,L_RUN_mm,z_first_mm,side_mm,Vwork_V,initialTmax_K,lifetimeH,initialP03sphere_W,initialPradSphere_W,lifeAvgP03sphere_W,lifeAvgPradSphere_W,selfViewLoss_pct,failureReached,erosionSteps,status,elapsed_sec
93,12,94.65413408703164,2.355893606275336,0.4889432353255498,100.0,2823.5572189115633,10.0,2320.5911194760456,2469.0087090500338,2320.5911194760456,2469.0087090500338,3.2009893409072787,True,1,PRUNE_LIFETIME,55.9
94,12,60.20790847959029,1.9881099843566346,0.6109337116895784,82.16962819152522,3273.0707918484954,4.058475380144978,2329.6557637345268,2432.8469309422694,2827.8390909365967,2955.884901674721,14.59649364716411,True,11,PRUNE_LIFETIME,1143.2
95,16,69.66866124663423,2.8136109859335248,0.49350320050632657,100.0,2996.129424525519,76.90365339572452,2116.973177926091,2234.8875798204117,1905.783039359169,2016.3761777792186,28.970954956277815,True,12,OK,1112.4
96,12,79.73536981485557,2.265727516896317,0.5321188120927715,100.0,3069.72195776525,30.036561924765575,2556.2255225082604,2688.5713537424117,2679.720673418632,2821.5503250561474,8.364030058692762,True,11,PRUNE_LIFETIME,839.0
97,10,100.19287498742608,2.4515151640222714,0.5201724388552824,100.0,2976.526874865956,84.182659166258,2942.049206825544,3106.328576752046,2676.8669811699547,2829.321121864637,-1.2071191423546956,True,11,OK,733.8
98,10,171.2763579403667,2.4425056495804287,0.3989904702620268,100.0,2302.8473115335405,200.0,1178.1199499259665,1304.5555533226232,1119.1982117589362,1239.3108584353256,2.698925256843998,False,20,OK,533.3
99,10,100.47029265753943,2.5415162698313503,0.5194636777399038,100.0,2974.7022077347133,86.16225293695841,2120.650045281742,2239.2824336826425,2478.5069448527306,2620.0002428867374,5.991063365663763,True,11,OK,687.6
100,10,110.13085237874613,2.509399494567499,0.49645678692761697,100.0,2845.3500284882425,10.0,2248.2831102647215,2389.040313225906,2248.2831102647215,2389.040313225906,8.167431548979298,True,1,PRUNE_LIFETIME,55.0
101,10,98.6163449471039,2.7303649492874618,0.5242560767523344,100.0,3006.468550432215,55.435067736881024,2721.7226851926907,2870.0414455117407,2670.944503668595,2819.4402172361806,2.311994488598801,True,11,OK,677.2
102,10,102.60705117937228,2.6871238970225915,0.5140999612922693,100.0,2948.097831682013,116.63205293209974,2355.365494201849,2490.2226538346636,2478.5980845197137,2623.5566160311914,3.111739113274381,True,13,OK,666.4
103,10,120.0902052834689,2.69908125552449,0.47567281279194246,100.0,2732.856301746265,20.0,2177.050421201482,2328.1098918316006,2179.206103832004,2330.4473332133393,-1.5086915611163265,True,2,PRUNE_LIFETIME,67.5
104,10,91.15985019506589,2.8744364207090394,0.544963783347095,100.0,3128.8340454839936,16.787300920363254,2854.5726948089796,2995.3100684809506,2871.5153926188004,3016.370345467537,6.599923819760534,True,11,PRUNE_LIFETIME,669.6
105,10,101.67817245878315,2.612936791974209,0.5164111466038336,100.0,2959.2683049813286,102.91328289023407,2402.340149192803,2538.545533961541,2385.2958077206727,2523.4094841706024,7.935929452689527,True,12,OK,763.9
106,10,95.2306359508828,2.365182297815936,0.5333613532094903,100.0,3048.284373805411,38.25681147848399,2800.9595991727874,2948.1679434643456,2712.5940517371932,2858.080582160564,4.962935975834748,True,11,OK,635.0
107,10,114.80174335656304,2.2851817933163043,0.4863765647195214,100.0,2785.31663801282,10.0,2317.906930876385,2470.999972935251,2317.906930876385,2470.999972935251,-1.4650352220014318,True,1,PRUNE_LIFETIME,46.4
108,10,136.5705657956251,2.342562288126033,0.4463604844072915,100.0,2564.328898614814,150.0,1657.0852537853884,1792.1594988575787,1631.4391506775485,1764.444179345818,6.259835081256282,True,15,OK,419.7
109,10,75.60009751773039,2.4466360416404584,0.5974936928994559,89.3286170183706,3272.988721509576,4.298197902112284,2832.2884422366587,2957.1309325171533,3169.0808308414894,3311.9045220359403,6.595754988690028,True,11,PRUNE_LIFETIME,1193.6
110,10,95.79456449079515,1.8786593145102712,0.5318118054367028,100.0,3030.2596944784564,46.20565123378788,2779.3883570822536,2927.487662343218,2732.4728810494407,2880.708776013223,2.9750112132469586,True,11,OK,695.6
111,10,93.8188540720153,2.141010464964558,0.5373008004567276,100.0,3065.4311472384275,28.522333877923796,2914.3650646309584,3065.27853050986,2704.0827595466385,2846.5153942185307,7.680637336832352,True,11,PRUNE_LIFETIME,741.3
112,10,107.8042605948598,1.8931369399045705,0.5017174098481165,100.0,2864.429266106706,10.0,2491.2862069789303,2644.4066937329753,2491.2862069789303,2644.4066937329753,0.35754418117689424,True,1,PRUNE_LIFETIME,81.0
113,10,96.30534861129338,1.804178196299211,0.5304198807288082,100.0,3021.399147311629,45.136654745916665,2765.1324744019594,2913.546478790335,2748.3076542356193,2898.1387098958226,2.155370288362457,True,11,OK,787.0
114,10,94.97647264954338,1.818702383346286,0.5340641783972032,100.0,3041.7348526322426,36.24623145457799,2661.654011942932,2802.110266438427,2762.9506347830006,2911.1194538922095,3.674304398259598,True,10,OK,728.6
115,10,125.91360368213742,1.7155001143687523,0.4646667075224607,100.0,2658.608415660372,40.0,1625.7060026315983,1746.4488167762556,1605.258694042413,1724.5000854249165,18.11582720355759,True,4,OK,144.4
116,10,97.65419930066358,1.8303820039692862,0.5267960586111027,100.0,3001.8107244704543,55.98980978335351,2513.484486184606,2650.640379600102,2518.5263483198996,2658.1961824128925,8.45083749709088,True,11,OK,708.2
117,10,112.84847312936641,1.7760176287287575,0.4905166578545729,100.0,2801.304379825899,10.0,2447.424593620713,2606.5761650009813,2447.424593620713,2606.5761650009813,-5.202039069562225,True,1,PRUNE_LIFETIME,47.0
118,10,94.83452185375282,1.8855251589255921,0.5344579191155057,100.0,3045.050097910794,39.45094569203773,2575.8766545625763,2711.4559097090887,2770.3442730505067,2918.8931035698415,3.105647347980234,True,11,OK,732.9
119,10,105.71324899032766,1.8638738360536105,0.5065908793873282,100.0,2890.885562167037,10.0,2519.954115090138,2671.2525397698955,2519.954115090138,2671.2525397698955,2.149305880063901,True,1,PRUNE_LIFETIME,52.9
120,10,93.8883023334262,1.9432413570271545,0.5371049663042522,100.0,3060.6545983855667,33.39334157551089,2440.118327014324,2566.9126824241926,2739.621328060348,2884.600795748572,5.662617123440816,True,11,PRUNE_LIFETIME,616.3
121,10,90.34681492224821,2.0091490508198766,0.547373117676909,100.0,3118.789551255339,16.303415541159698,3040.4026871950487,3191.061891744827,3011.887149622787,3163.709505358499,2.7225466031226664,True,11,PRUNE_LIFETIME,610.1
122,10,99.07000227356578,1.722991284120849,0.523071137531442,100.0,2979.9821056298265,71.29106648216185,2420.7496102943987,2555.2864884089754,2590.6590202923517,2736.9331840699547,3.701671617626523,True,11,OK,743.9
123,10,96.74185151100454,1.7215168708802735,0.5292389990316052,100.0,3013.6600496965434,54.996579353805615,2846.9567943933557,3000.7328575684896,2753.996199603592,2905.3624249788913,0.6782094019898932,True,11,OK,652.9
124,10,115.86012602868061,1.5481801110024327,0.48417658679908476,100.0,2764.043961116406,10.0,2340.1457958494807,2497.53145894662,2340.1457958494807,2497.53145894662,-5.066652104806835,True,1,PRUNE_LIFETIME,78.4
125,10,106.25148902761732,1.692566425256211,0.5053228561842817,100.0,2881.7160829342506,10.0,2506.9708026649964,2658.664544402552,2506.9708026649964,2658.664544402552,1.6415905091011318,True,1,PRUNE_LIFETIME,64.6
126,10,95.56139278653293,1.7295175542011458,0.5324508690908909,100.0,3031.417520290152,45.352991451984124,2778.9557195864863,2926.8389653063787,2652.0489350922076,2795.6508006989466,6.101974687280953,True,11,OK,750.6
